,id,status_group
18097,47138,functional
21661,38882,non functional
21191,29369,non functional
47164,72286,functional needs repair
37270,30474,functional
3687,12904,non functional
28600,69445,functional needs repair
18295,50832,functional needs repair
46321,48323,functional
36407,30972,functional
41563,20364,non functional
18266,49599,functional needs repair
57906,1217,functional
40547,20007,non functional
5217,15954,non functional
46710,25059,functional
38911,26595,functional needs repair
16093,26428,functional
41551,54314,functional
24364,46800,non functional
33083,356,functional
30684,66609,non functional
12621,39416,functional needs repair
12262,11665,non functional
51179,68829,functional
55630,37267,functional
35351,27121,non functional
45673,70980,functional
19655,64074,functional
33154,41253,functional
27526,18587,non functional
26562,46655,functional
15455,53749,non functional
46568,39001,non functional
45707,6870,non functional
2613,64559,functional
56891,15502,non functional
18222,39254,non functional
55940,29263,non functional
53046,63832,non functional
23667,32067,non functional
58821,9887,functional
6070,42799,non functional
32512,1105,functional
31103,31186,functional
50852,68167,functional needs repair
44376,43795,functional
4297,12880,non functional
36530,47116,functional
32341,9260,functional
56141,66441,non functional
7043,17715,non functional
27159,38214,functional
9955,60663,functional
27816,72471,functional
7431,9647,functional
57623,33042,functional
50402,57431,functional
550,21737,functional
16405,3646,non functional
6497,40910,functional
19685,31992,functional
32834,6553,functional
29369,12612,functional
18261,60608,functional
35412,12950,non functional
47247,6894,functional
14,53752,functional
1305,24543,functional
9083,46401,functional
53860,60322,functional
28686,20901,functional
38091,56764,non functional
19894,32544,non functional
55304,61949,functional
13770,26434,functional needs repair
10927,16430,functional
12105,63342,functional
42024,41051,non functional
2039,67812,functional
49814,60106,non functional
58555,50327,functional
9685,71191,functional
16341,28572,functional
32896,12083,functional needs repair
54012,2698,functional
2464,63635,functional
49215,17648,functional
40735,18119,non functional
43902,68316,functional
22828,15935,non functional
27792,22596,non functional
8957,27997,non functional
45994,6785,functional
14198,35281,functional
23703,41098,functional
47660,7430,non functional
11682,17683,functional
38512,51093,functional
43596,62673,non functional
22574,57035,non functional
40542,68742,functional
56999,20833,functional
37115,58624,functional
155,32871,non functional
20264,45178,non functional
6355,30610,non functional
5111,32471,functional
22992,39847,non functional
7629,41944,functional
19677,59752,non functional
46318,18966,functional
49181,63716,non functional
12412,73215,functional
39017,25530,non functional
3117,19972,functional
2065,4877,non functional
34133,15284,non functional
20079,59828,non functional
46467,391,functional
49521,71883,functional needs repair
53056,69087,non functional
22519,39469,functional
3008,4657,functional needs repair
56926,53099,functional
45118,4084,functional
45020,66369,non functional
20639,72627,functional
23046,69898,functional
15282,58457,functional
20303,74096,non functional
21100,22084,non functional
18816,55601,non functional
44779,61631,functional
49549,805,functional
45436,70090,functional
6057,27830,non functional
22207,52769,functional
10806,1726,non functional
12125,17752,non functional
27764,50786,functional
10966,32048,functional
45085,68649,non functional
56859,54153,functional
37930,24727,functional
52070,20168,functional
24825,5296,functional
35261,51906,functional
40087,58809,non functional
52124,6255,functional
39830,33188,non functional
34510,33132,functional
26208,68318,non functional
42094,40345,functional
31625,52546,functional
12900,38587,functional
41619,74171,non functional
31402,15546,functional
42148,2352,functional
6943,18996,non functional
26408,6127,functional
40389,55201,functional
51472,6356,non functional
46520,1500,non functional
29881,10219,non functional
37174,8258,functional
7019,7971,functional
19576,41656,functional needs repair
42523,59803,functional
11725,26690,functional
31587,25014,functional
22780,7960,functional
18541,48845,functional
56436,49554,functional
31907,30842,functional
27524,52396,functional
53384,59787,non functional
14638,4522,non functional
3627,56602,functional
15203,30099,functional
28723,20618,functional
3431,8421,functional
51228,20886,functional
32208,10399,functional
12575,23979,functional
55775,69263,functional
32571,55352,non functional
14282,66005,non functional
53855,39441,functional
55370,9350,functional
17619,55485,functional
42161,5878,non functional
44093,41029,functional
21786,53607,non functional
47369,5663,non functional
32945,49104,non functional
2229,29097,functional
24299,41729,functional needs repair
7415,28483,functional
8863,7696,non functional
29653,35509,functional needs repair
15889,35863,non functional
51315,2614,functional needs repair
39537,37832,functional
20345,46292,functional
55183,46787,functional
36113,46228,functional
11293,10528,non functional
1428,59436,non functional
37201,28476,non functional
4181,56518,functional
41724,61926,functional
44514,68630,functional needs repair
1623,18420,functional
25168,4860,non functional
16384,46941,functional
20899,42293,functional needs repair
9974,46302,non functional
9631,20190,functional
22972,18389,non functional
57156,137,functional
47400,58773,functional
1550,46656,non functional
18695,40208,non functional
18183,715,non functional
46839,37304,non functional
56532,58430,non functional
27829,40980,functional
20296,12966,functional
3231,39972,functional
5187,70096,functional
5852,44571,non functional
14961,14596,functional
40233,72331,non functional
34188,12255,functional
40161,36840,functional
58716,47729,functional
21133,29454,functional
32464,29269,non functional
32314,73814,non functional
32795,47140,non functional
18343,63235,functional
18461,35571,non functional
43306,22838,functional
16328,4715,functional
47925,73238,functional
17571,16043,functional
37770,65052,functional
17132,28501,functional
45532,3026,non functional
21848,71945,functional
46020,71098,functional
21490,46528,non functional
50675,2149,non functional
58103,13964,non functional
1265,59249,functional
42119,34633,functional
20644,64744,functional
53104,12122,functional
7398,10049,non functional
54409,72785,non functional
56998,56987,non functional
7763,39034,functional
40810,5244,non functional
6430,27674,non functional
46109,57610,functional needs repair
51880,48709,non functional
18917,3822,functional
429,29639,functional
40915,45471,functional
34208,63831,non functional
51748,57149,functional
3127,59075,functional
34953,7366,functional
31218,65513,non functional
24675,64291,functional needs repair
10530,64387,non functional
26904,63567,non functional
53991,49895,functional
17874,4992,non functional
50406,9662,functional
30343,13166,non functional
18199,11843,non functional
41120,3199,non functional
27704,48727,non functional
25794,62610,non functional
45352,59271,non functional
47114,11271,functional
20076,5692,non functional
29331,69808,non functional
48275,63219,functional
56458,65859,non functional
27876,37587,non functional
201,20203,non functional
36817,37163,functional
31876,47624,non functional
28832,29205,functional needs repair
52308,49527,non functional
30855,26095,non functional
817,38507,functional needs repair
5393,51752,functional
18634,17193,functional
45058,32589,functional
39980,20635,non functional
19482,2111,functional
16648,22322,non functional
43109,59644,non functional
36245,50941,non functional
20120,36004,functional
43832,20163,functional needs repair
38931,74156,functional
25237,49928,functional
56549,61354,functional
31387,18754,non functional
12891,24306,functional
17438,66307,functional
18519,39725,functional
45371,67289,functional
59272,19197,functional
3177,49138,functional
25180,64370,functional
15706,41275,non functional
41005,35627,functional
35611,67680,non functional
10118,40991,functional
8562,64482,functional
58764,63299,functional
51110,62786,non functional
44730,40189,functional
41289,10024,non functional
38935,14597,non functional
49031,34364,functional
828,1074,non functional
28328,40425,functional
38389,73385,non functional
36930,10545,functional
37554,46182,functional
31766,22745,functional
33395,54363,functional
25390,17180,non functional
11218,32403,non functional
6608,16389,non functional
30366,46230,functional
7227,1621,non functional
645,27069,non functional
2283,50975,functional needs repair
43932,64172,non functional
25973,21576,non functional
51983,8669,non functional
27141,30566,functional needs repair
26322,14254,non functional
8970,61601,functional
38824,47350,functional
18569,24657,non functional
23199,16387,functional
56255,8282,non functional
50641,42648,functional
53100,19853,functional
30480,45737,functional
12771,10344,functional
4375,33530,non functional
48836,71422,functional
50770,7563,functional
4689,5422,non functional
43971,9814,functional
45714,48461,functional
55133,43051,non functional
40299,22765,functional
16702,22224,functional
4303,56301,functional
48873,54909,non functional
9793,23115,functional
42810,39642,non functional
24231,10348,non functional
56108,64720,non functional
3215,3373,non functional
12876,38068,non functional
57423,38295,non functional
46863,72239,functional
38991,36685,non functional
8954,30108,functional
39621,47521,non functional
25867,37490,non functional
47934,22804,non functional
28745,64778,functional needs repair
14407,4653,functional
59314,64507,functional
18707,34739,functional
6458,72320,functional
38988,28746,functional
13261,64426,functional
10759,33573,non functional
39695,10032,functional
41618,9735,functional
38360,67773,non functional
56398,22704,functional
46725,36140,functional
1603,37655,non functional
42412,41260,non functional
31439,12707,functional
47938,34057,non functional
5220,65575,non functional
26165,47349,non functional
58984,24904,non functional
24374,70260,functional
41835,36615,functional
42606,29353,functional
5127,171,functional
16919,18778,non functional
766,10976,non functional
843,37241,functional
14500,68815,functional
31209,73838,non functional
29116,9516,functional
14494,17439,functional
53838,40146,non functional
15581,18246,functional
880,61060,functional
2602,71606,functional
17707,21762,functional
30819,25778,functional
21912,31771,functional
39272,56338,functional needs repair
59378,38067,functional
16263,4313,non functional
51937,52034,functional
53342,97,non functional
21637,7320,non functional
31085,72315,functional
46405,46856,non functional
48885,43392,non functional
20060,51827,functional needs repair
18195,51148,functional
53491,37742,functional
28861,20896,non functional
54661,39224,non functional
3022,29669,functional
31182,13548,non functional
43917,20041,non functional
49967,17866,non functional
9663,13595,functional
28295,27912,non functional
35283,46882,functional
34727,58891,functional
17104,63575,functional
44278,15588,non functional
37063,11444,non functional
35352,5569,functional
15686,38584,functional
13470,17085,functional
1704,35972,functional
41533,20004,functional
17127,13999,non functional
42965,32972,functional
42144,48794,functional needs repair
35317,5945,functional
37688,11998,non functional
10639,27151,functional needs repair
29650,38278,non functional
49091,60405,functional
54364,33780,non functional
54265,66736,non functional
45424,25058,non functional
58192,34144,functional
48716,49096,functional
12694,50082,functional
21557,53938,functional
10752,10340,non functional
15778,17251,functional
57353,5184,functional
38615,60126,non functional
23564,45683,functional
1100,11879,functional
12501,9056,functional
53313,13060,non functional
13269,65813,functional
22491,58997,functional
24458,67459,functional
40986,15237,non functional
21149,63291,functional
411,42548,non functional
48128,64676,functional
30816,5444,functional
38764,36953,non functional
40150,26598,functional
23530,70434,non functional
31312,64504,functional
41560,18812,functional
12094,41129,functional needs repair
43358,46558,functional
20009,56747,functional
26941,21528,functional needs repair
28234,59854,functional
23742,38602,functional
55723,19716,functional
8017,9732,functional
22020,23445,non functional
16811,56444,functional
16570,8692,functional
42983,61826,functional
56608,40070,functional
35936,693,functional
27503,67306,functional
47795,36598,functional
31464,48559,functional needs repair
47195,8881,non functional
28568,32252,functional
53469,62003,non functional
52398,27000,non functional
23099,2025,non functional
10081,38470,functional
32880,15013,non functional
13054,57327,non functional
35552,7206,functional
45383,20949,functional
13414,56193,non functional
51167,32468,functional needs repair
26120,4646,functional
54319,52711,functional
11798,62367,non functional
13251,45851,functional
30256,4570,functional
4764,20605,functional
37569,72517,non functional
13524,11030,functional
32542,32746,non functional
23474,52931,non functional
9860,9165,functional
9213,13010,functional
48894,60505,functional
18938,17649,functional
56509,35499,functional needs repair
2138,68969,functional
26794,68581,functional
44860,49602,non functional
16476,71876,functional
17913,19475,functional
15227,46653,non functional
7858,20923,functional
16007,7008,functional
54647,33217,non functional
1021,72386,functional
52400,63480,functional
25302,58178,functional needs repair
35147,71552,functional
35993,45628,non functional
33269,57472,functional
30033,71402,functional
53354,65664,functional
37803,37118,non functional
53179,55197,functional needs repair
49404,46858,functional
4554,25049,functional
10833,3611,functional
21,6091,functional
31708,9217,functional needs repair
7054,44102,non functional
53249,20846,non functional
52116,6128,functional
25457,55806,functional
1452,69253,functional
25159,3037,functional
6488,28325,functional
53674,55865,functional
10680,21350,non functional
20617,40866,functional
6705,61194,non functional
49790,33414,functional
19394,19375,functional
23950,838,non functional
44017,38496,functional
4125,43485,functional needs repair
33281,62000,functional
2004,67184,non functional
46045,63823,functional
41328,37185,non functional
1057,17278,non functional
51935,45284,functional
20874,5822,functional
22432,3141,functional needs repair
43728,67780,functional
32153,72957,non functional
53712,12742,functional
3646,16037,functional
13493,50108,non functional
15844,68478,functional
35825,25343,non functional
42091,5062,functional
59322,44114,functional needs repair
19090,16986,functional
11420,54786,functional
19335,6650,non functional
29741,22184,non functional
54722,13062,functional
41319,5755,functional needs repair
9669,40569,functional
5077,11356,functional
40847,72896,functional
17940,3586,functional
7182,3794,functional
54213,44413,functional
51295,5119,non functional
12165,23236,non functional
30454,34328,functional
7521,13852,functional
14202,45699,functional
41151,69702,functional
52955,46939,functional
12085,31572,functional
22946,9757,functional
49710,19714,functional
2733,56783,non functional
31100,22501,non functional
16083,68856,non functional
30772,65758,functional
53892,36869,functional
5307,43919,functional needs repair
36652,377,functional
32494,52472,non functional
53,32376,non functional
32127,28629,functional
51004,57201,non functional
19245,49018,non functional
11097,31677,functional
33072,39452,functional needs repair
2321,32260,functional needs repair
58610,28711,functional
46917,8081,functional
18273,64513,functional
48644,32061,non functional
56469,8194,functional
32737,1751,functional
1011,68770,functional
19320,54276,non functional
8932,60885,non functional
39534,24676,non functional
48079,71792,functional
48975,30683,non functional
45876,2405,functional
15294,53855,non functional
33513,22798,functional
19783,40478,non functional
17970,49579,functional
15819,27872,non functional
32271,16673,non functional
57881,34518,non functional
49753,55045,functional
54398,24025,non functional
20519,16451,non functional
42047,40094,functional
29734,47041,functional
12939,49665,functional
4081,10405,functional
45123,14235,non functional
29227,60630,non functional
4850,44142,non functional
10276,16669,functional
15488,73778,non functional
328,17861,functional
59374,49651,functional
20305,29810,functional
40863,14388,functional
38254,55451,functional
55510,26865,non functional
5654,68528,functional
18099,53954,functional
13118,60621,functional
29085,24902,functional
6981,30824,functional
3770,22471,non functional
36520,42622,functional
11183,14023,non functional
3917,61400,functional
52276,15193,functional
15082,58939,functional
51924,38830,non functional
21042,37492,functional needs repair
28882,34763,functional
48406,37313,functional
49464,59785,non functional
21328,67688,functional
55635,12810,functional
8566,18415,functional
27293,10678,functional
8123,25675,functional needs repair
35443,36013,functional
50388,2401,functional
42019,6879,functional
59332,52308,functional
24554,73596,functional
48904,58725,functional
20579,17617,non functional
49834,70816,non functional
47895,62148,functional
56599,498,functional
16628,59208,functional
14632,15770,non functional
4955,29250,non functional
44745,40042,functional
1857,62952,functional
42626,53703,functional
9722,69723,functional
27724,1790,non functional
39252,48181,non functional
56718,74029,functional needs repair
26522,26334,functional
50557,29527,functional
10708,13906,functional
56569,11545,non functional
16778,53522,functional
52367,27392,non functional
23360,49901,non functional
30824,36719,non functional
1073,25635,functional
6814,26310,functional
2623,48777,functional
49489,48518,functional
47663,73558,non functional
57421,29126,non functional
50613,29699,functional
44192,34483,non functional
32756,45676,functional
16194,57342,non functional
52342,20797,functional
24499,24297,functional
38373,2951,functional
48052,11242,functional
36019,64294,non functional
32628,7180,functional
29245,31181,non functional
29422,10137,non functional
35592,71747,non functional
18424,44246,non functional
41805,45058,functional needs repair
9251,54647,non functional
21224,51616,functional
59296,21960,functional
23383,51657,non functional
6164,60227,functional
35448,55315,non functional
19967,58168,non functional
22345,3733,non functional
14894,18972,functional
29416,71016,functional
36518,18744,non functional
49398,51229,functional
25265,60919,functional
18829,19614,functional
38210,71569,functional needs repair
11179,8926,non functional
54933,47757,non functional
55272,15587,functional
6937,32807,functional needs repair
55709,32003,non functional
6498,33535,non functional
31932,17477,non functional
40079,17826,non functional
6514,25508,functional
13376,352,functional
15464,2680,functional
15982,59064,functional
23547,73422,functional
46493,44833,functional
10678,38347,non functional
22299,31840,non functional
36003,62662,non functional
28982,33820,functional
17590,40206,functional
43692,41460,non functional
18335,12274,functional
40232,59000,functional
460,6735,functional
41760,51800,functional
11736,16317,non functional
22359,55402,functional
35362,39338,functional
4644,71589,functional
58202,73959,non functional
1144,8686,non functional
23621,52676,functional
26248,37984,functional
1260,33725,functional
58125,18737,functional
20880,34524,functional
4022,64058,functional
38295,53538,functional
8778,18145,functional
37314,23646,functional
2761,10038,non functional
4147,61976,functional
15019,45777,non functional
14508,8034,functional
53511,65718,functional
12022,46148,functional
47505,36932,non functional
46680,5502,functional
3695,46537,functional
12194,23584,non functional
22571,53352,non functional
2081,39170,functional
28338,63468,non functional
43914,57278,non functional
48906,67263,functional
11451,26811,non functional
4626,71675,non functional
5090,71670,functional
17337,36324,functional
14204,25334,functional needs repair
17885,72958,functional needs repair
26976,6105,functional
30559,59988,non functional
42569,10731,functional
44611,57117,functional
15422,5910,non functional
44445,37354,functional
6532,3219,non functional
30212,10832,non functional
45794,14508,functional
34716,62184,functional
23595,71850,functional
12692,64009,non functional
36514,64256,non functional
41637,25306,functional
9680,74097,non functional
11088,6324,functional
18455,63327,non functional
2204,22028,non functional
45385,10932,functional
21393,31411,non functional
32339,50271,non functional
39847,50552,functional needs repair
8377,49624,non functional
59053,65646,non functional
2591,35977,functional
55567,38345,functional
48552,72101,functional
43811,1367,functional
21728,38048,non functional
6684,4344,non functional
29443,56926,functional
5490,27142,non functional
33690,64065,functional
19863,28774,functional
15449,16437,functional
57448,56565,functional
728,8316,functional
38899,10100,functional
1420,17939,functional
56355,71619,functional
10715,34071,functional
26711,24339,non functional
14050,36024,functional
15281,8916,non functional
6832,41871,non functional
23327,3343,non functional
24443,67537,functional
46807,46359,non functional
36549,43642,functional
18250,43996,non functional
7537,29974,non functional
51142,51818,functional
35745,19142,non functional
2920,2611,non functional
2279,71677,non functional
6834,34208,functional
58889,26848,functional
57547,67408,functional
53191,17750,non functional
31965,71361,functional
58469,31166,functional
14133,3508,functional needs repair
24583,52703,non functional
28737,22107,non functional
50939,19958,functional
51204,27262,functional
24071,7957,functional
25614,32243,functional
54357,2917,functional
5817,26372,functional needs repair
2275,37541,functional
17040,54186,functional
21598,51131,functional
42086,69970,functional
284,8633,functional needs repair
14573,66247,functional
53763,46984,functional
11061,47197,functional
12515,8336,functional needs repair
19493,39826,functional
16942,17867,functional
18306,13197,functional
22893,54322,non functional
5479,46636,functional
12332,20538,functional
28573,5745,non functional
11047,48788,non functional
52638,16388,functional
52416,40075,functional
54772,806,functional
4077,14157,functional
18414,17584,non functional
28174,24397,functional
14488,35389,functional
18664,60997,non functional
2605,34291,functional
20672,36672,functional
33499,6185,functional
23554,41937,non functional
43089,54788,functional needs repair
22094,64262,non functional
2108,26902,non functional
3310,650,non functional
6751,40932,non functional
46927,40412,non functional
57586,68940,non functional
43721,9447,non functional
56474,43474,non functional
30651,58179,functional
42672,6904,functional
1438,35761,non functional
3834,61340,non functional
22509,40578,non functional
46508,63533,functional needs repair
13870,44013,non functional
18758,41799,functional needs repair
2234,65706,non functional
21086,20964,functional needs repair
52875,2384,functional
19474,55718,functional
56571,30687,non functional
27699,8566,non functional
36966,15180,non functional
31777,63277,functional needs repair
40806,74084,functional
23839,31974,non functional
14389,9529,non functional
1673,482,functional
47553,14967,functional needs repair
54858,58479,non functional
5500,54824,non functional
45572,2133,non functional
3896,37390,non functional
1143,28942,functional
1554,24302,functional
54443,44731,non functional
53201,71708,functional
58538,2114,non functional
45568,73703,functional
17080,37926,functional
5169,39566,non functional
52462,869,functional needs repair
57524,38842,non functional
57303,7384,functional
56148,44728,functional
26338,39178,non functional
14239,2471,non functional
35534,15747,functional
6004,38701,functional
14872,16578,functional
45798,43889,functional
31938,71353,non functional
29609,36792,functional
19998,57089,non functional
28957,32884,functional needs repair
12998,4769,functional
14502,26315,non functional
57613,34533,non functional
45883,60959,functional
27340,71901,non functional
43574,61345,functional
55035,64753,non functional
37419,65237,functional
5269,58927,functional
22137,10310,functional
46187,15009,functional
10466,9952,non functional
10078,60672,functional
48968,16407,non functional
31952,3856,non functional
20713,53369,functional
19782,24434,functional
17633,30400,non functional
46146,64928,non functional
32878,54502,functional
29915,17313,functional
20492,27281,non functional
34368,60546,non functional
55553,57554,functional
6439,48578,non functional
44939,39944,non functional
20867,21941,functional
3349,9875,functional
2886,32256,functional
4827,34967,functional
55102,5261,functional
9346,69310,functional
18006,32448,functional
7514,57450,functional
29792,54201,functional
19109,60851,functional
17786,2028,functional
11627,19302,functional
24904,18505,functional
47758,60745,non functional
5648,63138,functional
44613,60415,functional
52540,19479,functional needs repair
57603,38208,functional
8204,68343,functional
38486,36002,non functional
32456,15213,non functional
16994,28495,functional
33543,55854,functional needs repair
1930,33862,functional
37519,20067,functional
54024,46104,functional
8754,56388,non functional
53458,50269,functional
36110,66875,functional
2488,20884,non functional
2915,5206,functional
39349,29235,functional
55187,47371,non functional
38639,25782,non functional
42697,56493,non functional
31078,41431,non functional
35446,63172,functional
35508,68459,functional
32882,36527,non functional
52664,22335,functional
20832,35127,functional
518,66967,functional
41735,5803,non functional
24308,28784,functional
36820,63051,functional
9811,3005,non functional
56473,35271,functional
56035,26835,non functional
46852,71198,functional
54407,3383,functional
26652,2302,functional
15921,2799,non functional
7487,58317,functional
4847,45977,functional
25578,64751,non functional
32091,61658,functional
34652,52134,non functional
51814,28928,functional
955,44490,non functional
59021,14908,non functional
43813,25725,functional
57308,62690,functional
43446,23640,functional
24187,26214,functional
26682,16000,non functional
40322,11990,functional
14399,2879,functional
20652,31614,functional
58331,23920,non functional
32154,48640,functional
37846,24508,functional needs repair
14148,30335,functional
21573,4218,non functional
49503,40697,functional
5610,12760,functional
42302,49146,non functional
30956,27300,functional
27333,37027,functional
32376,58310,functional
16608,29686,non functional
327,337,functional
46455,42159,non functional
11761,20575,functional
53910,56255,non functional
48608,30626,functional
9948,37656,functional
11957,72193,functional
57067,50812,functional
25222,1197,non functional
28360,3804,functional needs repair
5103,3658,functional
23637,8911,non functional
21513,63853,non functional
26358,12923,functional
46884,46141,non functional
6904,13924,functional
55524,30458,functional
45773,56935,non functional
24949,67488,functional
42087,34072,non functional
19571,21048,non functional
36839,2802,functional
1919,41711,functional
34495,26552,functional
26538,26091,functional
42540,13653,non functional
6239,14467,non functional
17454,41649,non functional
38308,25385,functional
37227,38482,functional
25483,66347,functional
40811,65436,functional
53429,71061,functional
3630,7405,functional
7244,73301,functional needs repair
23384,17060,non functional
51199,37916,functional
12296,15093,functional
20679,21517,functional
41454,42798,functional needs repair
30180,66755,non functional
3853,11571,functional
35032,11424,functional needs repair
31616,47011,functional
20779,62855,functional
48080,23494,non functional
34316,18616,non functional
50412,50372,non functional
35234,59657,non functional
52317,51723,functional
3926,3437,non functional
40933,57693,non functional
34174,26413,functional
3707,24426,non functional
9447,60499,functional
24067,50303,non functional
36605,33395,functional
3291,8301,functional
20748,14501,functional
49076,66305,functional
18703,48716,functional
3581,65741,functional
57430,74115,non functional
41242,32426,functional
248,21704,functional
20495,30445,functional
33687,30181,functional
22824,26034,non functional
2611,66395,functional needs repair
23898,24551,non functional
53757,20293,functional
40728,19019,non functional
44036,37594,non functional
9435,37924,functional
46952,63969,functional
44606,56887,non functional
10569,12022,non functional
47627,19252,functional
54706,4327,functional
28751,8650,functional
17729,26895,functional
20133,24091,non functional
39578,9221,non functional
7542,34666,functional
27868,44241,functional
52909,8665,functional
4138,38088,functional
41070,16218,non functional
54971,25106,functional
49247,69829,functional
33904,21885,functional
50727,44180,functional
29530,17469,functional
16058,70181,functional
2583,12094,functional
9216,74193,functional needs repair
45722,1913,functional
54914,29423,non functional
39383,51020,functional
44567,72275,functional needs repair
27399,23554,functional
9131,58400,functional
16544,37109,functional needs repair
29471,61710,functional
58302,15626,non functional
40533,17151,functional
41204,66585,functional needs repair
39978,61792,functional
35470,50351,non functional
15508,2871,functional needs repair
45087,55124,functional
51857,48933,non functional
3480,12618,functional needs repair
17245,68668,functional
55391,3744,functional needs repair
29473,8,non functional
35975,19054,functional
40254,13401,non functional
2911,52288,non functional
33325,34160,functional needs repair
57031,24106,functional
14978,40364,functional needs repair
38675,49968,non functional
480,49071,functional needs repair
43361,47547,non functional
27417,53829,functional
40994,23560,functional
46532,41611,non functional
28876,24498,functional
6272,38400,functional
40612,61941,functional
32755,13972,non functional
8964,39187,functional
58668,65522,non functional
35905,600,non functional
51048,35842,functional
37534,13931,non functional
675,57452,functional
56791,35421,functional
47432,38150,functional
16807,25192,functional needs repair
38113,9815,non functional
5296,69557,non functional
28947,16808,non functional
23993,41476,functional
15200,68552,functional
33036,11890,non functional
41147,32234,functional
23137,51719,functional
18224,65939,non functional
33577,12555,functional
33550,20917,functional
29996,1652,functional needs repair
20649,49709,non functional
44369,70713,functional
53450,68042,functional needs repair
22250,43024,functional
1752,43477,functional
41654,63361,functional
7608,21861,functional needs repair
39026,48394,functional
25293,63280,functional
3730,70316,functional
17795,39833,non functional
14152,59088,non functional
1375,55925,functional
38454,11282,functional
39119,41120,non functional
10113,43271,non functional
36618,17397,functional
25479,23858,non functional
10516,62882,non functional
50516,4431,functional
20735,23124,functional
4057,20074,non functional
21436,71161,functional
52443,16085,functional
45768,1963,functional
9309,36827,functional
10255,6899,functional
52298,13699,functional
23610,17928,non functional
28078,12819,functional
25733,26442,non functional
12845,46898,non functional
46822,26705,non functional
6567,50672,non functional
33949,60183,functional
36873,67627,functional
18047,47776,non functional
18086,52530,non functional
45988,49999,functional needs repair
15582,4978,non functional
21041,72815,functional
43535,70762,non functional
52849,20129,non functional
3711,47833,functional
12486,37179,functional
27299,24068,functional
36880,3163,functional
4796,19697,functional
4751,18816,functional
19811,15200,non functional
26989,53998,non functional
293,70835,functional
6247,54550,non functional
58060,56311,non functional
20273,63313,non functional
39331,57456,non functional
30938,73646,functional
17576,72732,functional
4477,61341,non functional
53899,57224,functional
35930,38484,non functional
52912,15051,functional
43359,42118,non functional
20399,68229,functional needs repair
3992,72550,functional needs repair
22886,61705,functional
54716,21740,functional
32183,34437,non functional
53818,58102,functional
14338,48015,functional
38173,67347,non functional
28651,14365,non functional
27836,12964,non functional
16539,40120,functional
42186,67003,non functional
55580,47313,functional
5949,67906,functional
33172,71965,functional
28103,2086,non functional
49770,30808,non functional
17668,9197,non functional
16173,2303,functional
28109,51025,functional
28268,7086,functional
54417,28794,non functional
18382,13394,functional
49613,41654,functional
45953,33802,functional
56408,56046,functional
22882,18900,non functional
42312,53112,functional
39455,42477,non functional
1153,69226,functional
35626,59562,functional
33006,12030,non functional
37296,59006,non functional
21205,46529,non functional
51162,4111,functional
53226,49362,functional
2481,11558,functional
39870,60275,non functional
34041,48081,non functional
45639,8191,non functional
33206,13071,non functional
41258,51986,functional
44179,20031,non functional
24249,59777,functional
51294,48706,functional
42298,41316,functional
17855,68222,functional
2888,4924,functional
20660,10222,non functional
3767,39216,functional
49341,10983,functional
158,50173,functional
12948,1818,non functional
15489,56456,functional
49080,64949,non functional
23439,4278,functional
53727,57397,functional
37441,38788,non functional
15630,7435,functional
50759,25808,functional
54536,7173,functional needs repair
30464,45389,non functional
43440,64565,functional needs repair
3640,10631,functional needs repair
32027,2001,functional
39905,17642,functional
41567,5435,functional
44694,57103,non functional
15700,61448,functional
58338,48413,functional
58825,6084,functional
47550,65174,functional
19865,69900,non functional
48293,4432,functional needs repair
8905,1544,functional
27984,60778,functional needs repair
40311,20956,functional
33511,39405,functional
50537,32479,non functional
4918,55167,functional
53266,50317,functional
35177,39584,functional needs repair
49496,67660,functional needs repair
2075,4894,functional
47352,12280,functional
50312,44457,functional needs repair
32719,22564,non functional
21069,27207,functional
10688,56442,functional
38777,27517,non functional
13245,22823,functional
58957,27618,functional
22825,627,functional
15391,24701,non functional
58552,31751,functional
40652,6927,functional
25140,47357,functional
50075,34252,non functional
32696,35258,functional
54985,25697,functional needs repair
23677,13079,functional needs repair
369,45444,functional
7432,22983,functional
48154,15619,functional
32301,46357,non functional
19506,29941,functional
40473,43246,non functional
33508,59886,functional
25088,60389,non functional
23775,30268,non functional
36343,20617,functional
12840,18496,functional needs repair
45600,71032,functional
47137,39964,non functional
24840,69981,functional
47831,18290,functional
20039,67030,non functional
33887,56397,non functional
43364,69313,functional
39036,52285,functional
993,32502,functional
3074,47045,functional
52583,438,non functional
2381,54704,non functional
33141,70327,functional
8126,28494,functional
18801,66669,functional
38792,63532,functional
50764,62695,functional
25919,61172,non functional
10686,67905,non functional
16583,1925,non functional
34867,52050,non functional
17887,29365,functional
40386,63812,functional
17765,67168,functional
5441,55614,functional
56645,55136,functional
1778,26359,non functional
56230,19059,functional
7532,9491,functional
20821,14609,non functional
17074,27533,functional
50742,51105,functional
13613,14779,functional
48248,39032,functional
5569,1135,functional needs repair
2647,15248,non functional
51997,18617,non functional
26083,26123,functional
23361,45349,non functional
48503,45909,non functional
13058,21836,functional
1255,52436,functional
40501,24711,functional
58655,34497,non functional
2188,12404,functional
44956,52055,non functional
42602,29015,functional
47006,8211,functional
18383,28411,functional
45182,37433,functional
44267,53884,non functional
49153,60006,functional
5092,19879,functional
7260,44599,functional
28045,8197,functional
24131,25316,functional
44610,59487,functional
